"id_plant","date.x","ID_trt","block","plant","n_trt","drought","tmp","VPD","DAD","Cumul_FC","Cumul_N","Cumul_DD","time","machine","anet_420","ci_420","gs_420","vpd_leaf","temperature_leaf","vcmax_tleaf","vcmax_tleaf_se","jmax_tleaf","jmax_tleaf_se","rd_tleaf","rd_tleaf_se","TPU","TPU_se","aci_RMSE","aci_ci_transistion","aci_ci_transition_set","aci_km","aci_gammastar","aci_fitmethod","aci_tcorrect","aci_fittpu","deltaC13","percentage_C","percentage_N","total_leaves","stem","rep_org","senescence","roots","transpiration","big_D13","chi","leaves_disk_mg_noChl","nb_disks_scanned","nb_disks_chlorophyll","sample","type","total.leaf.area","chl_disk_leaf_area","nb_disk_SLA","leaf_area_for_SLA","LMA","SLA","Abs_649_mean","Abs_665_mean","Abs_649_sd","Abs_665_sd","chlA_ugml","chlB_ugml","chlA_gml","chlB_gml","chlA_g","chlB_g","chlA_gm2","chlB_gm2","chlA_mmolm2","chlB_mmolm2","chlA_mmolg","chlB_mmolg","chl_mmolm2","chl_gm2","chlmass","chl_mmolg","ratio_chlA_B","Nmass","Narea","nrubisco","nbioe","nlightharvesting","nphoto","Ncw","Nstrucutre","z","patm","nstar","gammastar_pa","Km","D","ca","beta_num","beta_denom","betaleaf","date.y","plant_surface_area","datetime","Abg_all","Abg_t4","biomass_t4","biomass_all","RS_t4","RS_all","root_total","leaves_stem_ratio","Abg_flowers_ratio","stem_and_roots","cost_trans","Ecost","ratio_J_V","N_total_leaves","Ncost","WUE","NUE","betaplant","Sdt_DD","N_level","treatment"
"b1_hn_ww_p6","12-Jun","B1","6","6","HN","WW",29.16,1.95,17,16.72131148,1050,0,"t2","gibson",49.43262392,258.9141144,1.080467045,1.452820459,25.03289907,240.3377405,2.001862911,552.1058588,NA,4.9778572,0.358797705,22.01695972,NA,10.71346847,304.3292583,NA,712.3866816,42.82288773,"bilinear",FALSE,TRUE,-30.78,42.89329358,4.20391835,NA,NA,NA,NA,NA,NA,23.5034357524607,0.809467616629692,17.2,10,4,"B1_HN_WW_P6_t2_disk","disk",5.839,2.3356,6,3.5034,49.0951646971513,0.0203686046511628,0.0916666666666667,0.261333333333333,0.0251661147842358,0.0539104195247388,2.92699333333333,0.5985,2.92699333333333e-06,5.985e-07,2.92699333333333e-05,5.985e-06,0.125320831192556,0.0256251070388765,0.14025677518165,0.0282379660362067,0.00285683480332204,0.000575167966344457,0.168494741217856,0.150945938231432,0.00307455813953488,0.0034320027696665,4.96695742893849,0.0420391835,2.06392063766627,0.908856048478191,0.212750111205084,0.0296866138504202,1.15129277353369,0.0795741806683155,0.0385548645699344,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1885.24862725351,3.51189924686437,536.817401278459,"6/12/2023",1868.6635,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29720832712913,NA,NA,NA,NA,NA,0,"210 ppm","HN x WW"
"b1_hn_ww_p7","12-Jun","B1","6","7","HN","WW",29.16,1.95,17,16.7295082,1050,0,"t2","gibson",33.68621587,273.6612864,0.644506871,1.488651664,24.98566642,159.0890314,2.835348796,268.6672317,NA,5.743585065,0.483907522,13.07766019,NA,17.01540244,279.6777242,NA,709.4423849,42.71865091,"bilinear",FALSE,TRUE,-31.13,44.31986309,3.398526972,NA,NA,NA,NA,NA,NA,23.8731718393593,0.82513439997285,22,10,4,"B1_HN_WW_P7_t2_disk","disk",6.265,2.506,6,3.759,58.5262037776004,0.0170863636363636,0.079,0.175333333333333,0.00529150262212919,0.00945163125250521,1.90042666666667,0.840073333333333,1.90042666666667e-06,8.40073333333333e-07,1.90042666666667e-05,8.40073333333333e-06,0.0758350625166268,0.0335224793828146,0.0848732107269385,0.0369405923973405,0.00145017454146619,0.000631180394643649,0.121813803124279,0.109357541899441,0.00186852272727273,0.00208135493610984,2.2975595467995,0.03398526972,1.98902882106943,0.62425967679443,0.107427150937865,0.022270128989389,0.753956956721683,0.101588686861284,0.0510745172644927,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1959.99004306721,2.95810246016092,662.583554648268,"6/12/2023",1283.239,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68878538850668,NA,NA,NA,NA,NA,0,"210 ppm","HN x WW"
"b1_hn_ww_p8","12-Jun","B1","6","8","HN","WW",29.16,1.95,17,16.72131148,1050,0,"t2","gibson",43.499439,271.4284816,0.940974346,1.361695134,25.00357657,202.3543912,7.82932023,349.2629583,NA,5.632249546,1.301949833,16.42602105,NA,22.09433149,256.0223565,NA,710.9618448,42.76554784,"bilinear",FALSE,TRUE,-29.89,44.52306588,3.467874067,NA,NA,NA,NA,NA,NA,22.5644514539588,0.769680146354187,21.6,10,4,"B1_HN_WW_P8_t2_disk","disk",6.16,2.464,6,3.696,58.4415584415584,0.0171111111111111,0.058,0.229,0.013228756555323,0.0291032644217105,2.64567,-0.0350200000000003,2.64567e-06,-3.50200000000003e-08,2.64567e-05,-3.50200000000003e-07,0.107372970779221,-0.00142126623376624,0.120169859071774,-0.00156618536564982,0.00205623981078369,-2.67991718122303e-05,0.118603673706124,0.105951704545455,0.00181295138888889,0.00202944063897146,-76.7277371551193,0.03467874067,2.02667964954545,0.779280211505276,0.137059093544511,0.0212804271410539,0.93761973219084,0.101384517631637,0.0500249349493275,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1701.96509702521,5.13177018883778,331.652633379256,"6/12/2023",2945.5735,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72599643738297,NA,NA,NA,NA,NA,0,"210 ppm","HN x WW"
"b5_hn_spd_p1","12-Jun","B5","1","1","HN","SPD",29.16,1.95,17,11.21311475,1050,6.541639344,"t2","gibson",36.07682917,284.6997301,0.843564151,1.507052451,25.01135531,158.7732846,0.87836787,267.1269762,NA,4.615690363,0.128513189,15.70238521,NA,9.103861961,278.8981817,NA,711.0179857,42.77487678,"bilinear",FALSE,TRUE,-30.37,41.10575995,3.137129554,NA,NA,NA,NA,NA,NA,23.0706558171674,0.791129483778278,18.9,10,4,"B5_HN_SPD_P1_t2_disk","disk",5.821,2.3284,6,3.4926,54.1144133310428,0.0184793650793651,0.0656666666666667,0.200666666666667,0.0184481254693623,0.037233497463082,2.2646,0.341273333333333,2.2646e-06,3.41273333333333e-07,2.2646e-05,3.41273333333333e-06,0.0972599209757774,0.0146569890625895,0.108851519261986,0.0161514860685086,0.00201150696388579,0.000298469207634249,0.125003005330495,0.111916910038367,0.00206815343915344,0.00230997617152003,6.73941201449073,0.03137129554,1.69763925358186,0.729958453241883,0.125144789786829,0.0267757936240524,0.881879036652764,0.0911031429379348,0.0536646067447579,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1799.60866489647,4.2204496930494,426.402112519009,"6/12/2023",2068.9825,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68244284215054,NA,NA,NA,NA,NA,0.384802314352941,"210 ppm","HN x SPD"
"b5_hn_spd_p2","12-Jun","B5","1","2","HN","SPD",29.16,1.95,17,11.57377049,1050,6.197377049,"t2","gibson",38.91441115,275.4873482,0.847403585,1.515996067,25.01220857,174.3108437,1.382180786,289.082385,NA,4.282183697,0.211012529,13.91000894,NA,11.79253912,261.663439,NA,711.0938372,42.77717589,"bilinear",FALSE,TRUE,-29.89,41.30764863,2.891399833,NA,NA,NA,NA,NA,NA,22.5644514539588,0.769680146354187,20.7,10,4,"B5_HN_SPD_P2_t2_disk","disk",6.056,2.4224,6,3.6336,56.9682959048877,0.0175536231884058,0.078,0.164666666666667,0.0226053091109146,0.0359490380028914,1.77103333333333,0.884346666666667,1.77103333333333e-06,8.84346666666667e-07,1.77103333333333e-05,8.84346666666667e-06,0.073110689123734,0.0365070453544694,0.0818241420059474,0.0402294790510644,0.00143631015648701,0.000706173116328249,0.122053621057012,0.109617734478203,0.0019241884057971,0.00214248327281526,2.03393491380005,0.02891399833,1.64718121265687,0.825941230512288,0.139579192849479,0.026944901137036,0.992465324498802,0.0978494842239238,0.0594042012330232,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1701.96509702521,5.13177018883778,331.652633379256,"6/12/2023",2127.4565,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65843030108631,NA,NA,NA,NA,NA,0.364551591117647,"210 ppm","HN x SPD"
"b5_hn_spd_p3","12-Jun","B5","1","3","HN","SPD",29.16,1.95,17,11.19672131,1050,6.607213115,"t2","gibson",31.49998122,289.37035,0.710881697,1.500900295,24.99566376,133.9403862,1.579066484,237.8999424,NA,3.556037144,0.315874342,12.35908907,NA,7.78198068,325.2792179,NA,710.0556011,42.74053307,"bilinear",FALSE,TRUE,-30.5,41.89805625,2.670361792,NA,NA,NA,NA,NA,NA,23.2078390923156,0.796942334420153,22,10,4,"B5_HN_SPD_P3_t2_disk","disk",6.056,2.4224,6,3.6336,60.5460149713782,0.0165163636363636,0.0706666666666667,0.174,0.0100166528008778,0.00608276253029821,1.91396666666667,0.639906666666667,1.91396666666667e-06,6.39906666666667e-07,1.91396666666667e-05,6.39906666666667e-06,0.0790111734918538,0.0264162263320123,0.0884278558626695,0.0291097516524098,0.0014605066230118,0.000480787243655438,0.117537607515079,0.105427399823866,0.00174127727272727,0.00194129386666724,3.0377399614589,0.02670361792,1.61679765037428,0.646579601260279,0.117025121632211,0.0264355580782834,0.790040280970773,0.106494526507176,0.0658675663479119,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1826.5394668252,3.98880886069072,457.916017191384,"6/12/2023",2809.0765,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77616288223006,NA,NA,NA,NA,NA,0.388659595,"210 ppm","HN x SPD"
"b5_hn_spd_p4","12-Jun","B5","1","4","HN","SPD",29.16,1.95,17,11.78688525,1050,5.902295082,"t2","gibson",36.27615543,287.3329919,0.895958288,1.519827012,25.03165758,156.8015726,1.608469728,266.3474015,NA,5.053567941,0.220414616,NA,NA,19.54559457,285.4108289,NA,712.269286,42.81942429,"bilinear",FALSE,TRUE,-30.65,43.71646204,3.404803011,NA,NA,NA,NA,NA,NA,23.3661732088513,0.803651407154716,14.4,10,4,"B5_HN_SPD_P4_t2_disk","disk",6.04,2.416,6,3.624,39.7350993377483,0.0251666666666667,0.0586666666666667,0.146,0.0130511813003013,0.0226495033058123,1.60824666666667,0.521186666666667,1.60824666666667e-06,5.21186666666667e-07,1.60824666666667e-05,5.21186666666667e-06,0.0665665011037528,0.0215722958057395,0.0745000068312081,0.0237719107030971,0.0018749168385854,0.00059825975269461,0.0982719175343052,0.0881387969094923,0.00221815972222222,0.00247317659128001,3.13395114770905,0.03404803011,1.3529018586755,0.904586791829917,0.156575066338667,0.0264137731133968,1.08757563128198,0.0593035421735992,0.0438343267793704,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1857.87109246062,3.72958091774223,498.144733533579,"6/12/2023",1910.522,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69862710611615,NA,NA,NA,NA,NA,0.347193828352941,"210 ppm","HN x SPD"
"b5_hn_spd_p5","19-Jun","B5","1","5","HN","SPD",29.16,1.95,24,17.72131148,1260,5.802295082,"t2","stan",34.64818669,287.4822369,0.830065145,1.536491516,25.01399648,149.3133536,1.284144476,265.4267833,NA,2.161627276,0.251383602,15.55416488,NA,3.681591173,313.546583,NA,711.1789872,42.78063937,"bilinear",FALSE,TRUE,-32.26,38.80882064,4.497921272,NA,NA,NA,NA,NA,NA,25.0687168041003,0.875793084919503,15.6,10,4,"B5_HN_SPD_P5_t2_disk","disk",6.037,2.4148,6,3.6222,43.067748881895,0.0232192307692308,0.0973333333333333,0.124666666666667,0.00665832811847939,0.007371114795832,1.20224666666667,1.62884,1.20224666666667e-06,1.62884e-06,1.20224666666667e-05,1.62884e-05,0.0497865937827839,0.0674523770084479,0.0557202423954784,0.0743301453584668,0.00129378116669809,0.00172588879818871,0.130050387753945,0.117238970791232,0.00272219871794872,0.0030196699648868,0.74963182335727,0.04497921272,1.9371534383303,0.60159019561554,0.108973564254951,0.0244126506226092,0.7349764104931,0.0663284536219987,0.0342401651358963,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,2211.61162912724,1.49243696939697,1481.8794190155,"6/12/2023",546.432,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77764933209564,NA,NA,NA,NA,NA,0.241762295083333,"210 ppm","HN x SPD"
"b5_hn_spd_p6","12-Jun","B5","1","6","HN","SPD",29.16,1.95,17,11.06557377,1050,6.689180328,"t2","gibson",35.20708135,293.2908605,0.937747421,1.508697759,25.00473175,148.8515756,1.49593454,249.5430141,NA,4.248789004,0.224112082,13.5151836,NA,18.47843895,283.9490109,NA,710.6107034,42.76036068,"bilinear",FALSE,TRUE,-30.28,41.56194124,2.937473387,NA,NA,NA,NA,NA,NA,22.9757043270222,0.78710611555179,24.2,10,4,"B5_HN_SPD_P6_t2_disk","disk",6.354,2.5416,6,3.8124,63.4770748085196,0.0157537190082645,0.0626666666666667,0.220333333333333,0.00115470053837925,0.00493288286231625,2.52070333333333,0.13826,2.52070333333333e-06,1.3826e-07,2.52070333333333e-05,1.3826e-06,0.0991778145000525,0.00543988039030531,0.110997990509398,0.00599455672397469,0.00174863115296707,9.44365622085997e-05,0.116992547233373,0.104617694890358,0.00164811776859504,0.00184306771517567,18.5164634551662,0.02937473387,1.86462217934634,0.62305833739149,0.106437583080241,0.0228157451518747,0.752311665623605,0.113727593937839,0.0609922992430063,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1781.0856235488,4.38460848581528,406.213149773992,"6/12/2023",2013.961,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67645530854562,NA,NA,NA,NA,NA,0.393481195764706,"210 ppm","HN x SPD"
"b5_hn_spd_p7","12-Jun","B5","1","7","HN","SPD",29.16,1.95,17,11.01639344,1050,6.754754098,"t2","gibson",35.22469245,294.6529287,0.965180135,1.518079703,25.04470834,152.1264177,2.43661908,266.7072604,NA,4.851263609,0.464470808,14.04041259,NA,9.311036311,304.9976115,NA,713.077568,42.84813205,"bilinear",FALSE,TRUE,-30.41,40.21368924,2.767753635,NA,NA,NA,NA,NA,NA,23.1128621376046,0.792917887186634,20.8,10,4,"B5_HN_SPD_P7_t2_disk","disk",6.04,2.416,6,3.624,57.3951434878587,0.0174230769230769,0.0596666666666667,0.205666666666667,0.0195021366350801,0.0428291178210961,2.34867,0.158413333333333,2.34867e-06,1.58413333333333e-07,2.34867e-05,1.58413333333333e-06,0.0972131622516556,0.00655684326710817,0.108799187755767,0.00722541050074181,0.00189561661743702,0.000125888882955232,0.116024598256509,0.103770005518764,0.00180799278846154,0.00202150550039225,15.0578555702264,0.02767753635,1.58855617019868,0.747425971092886,0.133528108267516,0.026559188648073,0.907513268008475,0.0988700618726528,0.0622389461118567,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1807.87299422341,4.14848593906206,435.791038171425,"6/12/2023",3069.419,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75319490481895,NA,NA,NA,NA,NA,0.397338476352941,"210 ppm","HN x SPD"
"b5_hn_spd_p8","12-Jun","B5","1","8","HN","SPD",29.16,1.95,17,11.21311475,1050,6.508852459,"t2","gibson",32.34587472,296.2387661,0.844676726,1.508354916,25.01515774,132.5064698,1.084861854,205.7309687,NA,2.354983063,0.174702796,12.13714453,NA,12.47136072,257.3912461,NA,711.2573485,42.78331185,"bilinear",FALSE,TRUE,-31.72,42.30638401,2.34591107,NA,NA,NA,NA,NA,NA,24.4970463089189,0.851569758852496,23.2,10,4,"B5_HN_SPD_P8_t2_disk","disk",5.491,2.1964,6,3.2946,70.4182601833303,0.0142008620689655,0.061,0.149666666666667,0.00360555127546399,0.00929157324317758,1.64552333333333,0.555826666666667,1.64552333333333e-06,5.55826666666667e-07,1.64552333333333e-05,5.55826666666667e-06,0.0749191100588842,0.0253062587264008,0.0838480935399539,0.0278866064182847,0.0011907152111066,0.000396013851317589,0.111734699958239,0.100225368785285,0.00142328663793103,0.00158672906242419,3.0067514233276,0.0234591107,1.65194976094215,0.626046180044596,0.099047443211649,0.0245956632250374,0.749689286481282,0.131374448911224,0.0795269033098789,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,2089.3991535013,2.13132281435861,980.329746120635,"6/12/2023",2135.2415,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55261074429439,NA,NA,NA,NA,NA,0.382873674058823,"210 ppm","HN x SPD"
"b6_hn_fdd_p1","14-Jun","B6","3","1","HN","FDD",29.16,1.95,17,9.213114754,1050,9.410491803,"t2","gibson",46.4371493,274.5127537,1.186857166,1.206237973,24.96765919,220.6556091,4.499111174,408.8416425,NA,5.458372014,0.654967741,16.83147005,NA,33.7961962,263.2824107,NA,708.6693606,42.68532449,"bilinear",FALSE,TRUE,-30.24,42.85256549,3.897601596,NA,NA,NA,NA,NA,NA,22.9335093218941,0.785318191605681,18.7,10,4,"B6_HN_FDD_P1_t2_disk","disk",6.08,2.432,6,3.648,51.2609649122807,0.0195080213903743,0.099,0.207333333333333,0.0115325625946708,0.0198578280114753,2.22706666666667,1.13327333333333,2.22706666666667e-06,1.13327333333333e-06,2.22706666666667e-05,1.13327333333333e-05,0.0915734649122807,0.0465984100877193,0.102487341957315,0.0513498078038054,0.00199932525914591,0.00100173314902825,0.153837149761121,0.138171875,0.00269545989304813,0.00300105840817416,1.99586612570963,0.03897601596,1.99794818654605,0.86197937033698,0.162746379798627,0.0279991153464415,1.05272486548205,0.0844951872860424,0.042290980244144,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1772.88501625534,4.45856330794908,397.635940953109,"6/12/2023",2211.8805,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85284953402075,NA,NA,NA,NA,NA,0.553558341352941,"210 ppm","HN x FDD"
"b6_hn_fdd_p2","14-Jun","B6","3","2","HN","FDD",29.16,1.95,17,10.32786885,1050,8.295737705,"t2","gibson",39.42263805,270.321211,0.822111695,1.505921196,25.02651791,181.5469314,2.257247627,314.3267792,NA,4.440476872,0.374972112,15.03961948,NA,6.281063194,274.7213123,NA,711.9542393,42.80817843,"bilinear",FALSE,TRUE,-30.01,42.6457778,3.027342919,NA,NA,NA,NA,NA,NA,22.6909555768616,0.775040490544984,22.9,10,4,"B6_HN_FDD_P2_t2_disk","disk",6.23,2.492,6,3.738,61.262707330123,0.0163231441048035,0.215,0.359666666666667,0.0600999168052669,0.101864288802962,3.70674333333333,3.05006666666667,3.70674333333333e-06,3.05006666666667e-06,3.70674333333333e-05,3.05006666666667e-05,0.148745719636169,0.122394328517924,0.166473480583507,0.134874242143458,0.00271737061319279,0.00220157169053383,0.301347722726965,0.271140048154093,0.00442585807860262,0.00491894230372662,1.23428668022793,0.03027342919,1.85463223234617,0.764006812237283,0.134791967598176,0.0590850240664204,0.95788380390188,0.108250784057014,0.0583677896722809,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1726.11167537267,4.89568154923142,352.578422026584,"6/12/2023",1437.1865,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73138029255613,NA,NA,NA,NA,NA,0.487984570882353,"210 ppm","HN x FDD"
"b6_hn_fdd_p3","19-Jun","B6","3","3","HN","FDD",29.16,1.95,24,13.55737705,1260,9.966229508,"t2","stan",34.63682953,294.841565,0.935208038,1.508617617,25.01334584,134.1975002,1.946672284,225.7821942,NA,-0.800706131,0.344847536,14.02486588,NA,5.64733788,295.9814707,NA,711.139803,42.77922855,"bilinear",FALSE,TRUE,-30.61,41.94493801,4.069616744,NA,NA,NA,NA,NA,NA,23.3239459866514,0.801862118078449,18.6,10,4,"B6_HN_FDD_P3_t2_disk","disk",6.209,2.4836,6,3.7254,49.927524561121,0.0200290322580645,0.202,0.529666666666667,0.0330605505096331,0.0840555371961499,5.87370333333334,1.61928666666667,5.87370333333333e-06,1.61928666666667e-06,5.87370333333334e-05,1.61928666666667e-05,0.236499570515918,0.0651991732431417,0.264685980588821,0.0718471941145621,0.00530140404347094,0.00143902976857199,0.336533174703384,0.301698743759059,0.00604273387096774,0.00674043381204293,3.68401276975094,0.04069616744,2.03185889940409,0.515486151040989,0.0883764551114598,0.060228443977104,0.664091050129553,0.0814556099910185,0.0400892060048599,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1849.48899004126,3.79786462251789,486.981283923463,"6/12/2023",974.9455,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68246199715723,NA,NA,NA,NA,NA,0.415259562833333,"210 ppm","HN x FDD"
"b6_hn_fdd_p4","12-Jun","B6","3","4","HN","FDD",29.16,1.95,17,8.344262295,1050,8.860327869,"t2","gibson",36.88200431,269.8601712,0.718654396,1.499505653,24.99883752,171.2790853,2.662229586,301.7003923,NA,4.874877577,0.46981685,15.75895349,NA,8.149009274,289.9594022,NA,710.2498495,42.74747199,"bilinear",FALSE,TRUE,-30.72,43.18744733,3.552684935,NA,NA,NA,NA,NA,NA,23.4400792340706,0.806783018392824,17,10,4,"B6_HN_FDD_P4_t2_disk","disk",5.475,2.19,6,3.285,51.7503805175038,0.0193235294117647,0.156333333333333,0.403,0.0274651294068194,0.0738173421358423,4.45948333333333,1.29821333333333,4.45948333333333e-06,1.29821333333333e-06,4.45948333333333e-05,1.29821333333333e-05,0.203629375951294,0.0592791476407915,0.22789826185638,0.0653235342664677,0.00440379876587181,0.00126228123567851,0.293221796122847,0.262908523592085,0.00508032058823529,0.00566608000155031,3.48876196634948,0.03552684935,1.83852797245053,0.727110162643521,0.130510684269834,0.0579953687291012,0.915616215642456,0.0856186122039027,0.0465691104442559,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1872.58704670715,3.61156166449993,518.497874510592,"6/12/2023",2961.625,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76145494805489,NA,NA,NA,NA,NA,0.521195757,"210 ppm","HN x FDD"
"b6_hn_fdd_p5","14-Jun","B6","3","5","HN","FDD",29.16,1.95,17,10.75409836,1050,7.869508197,"t2","gibson",40.1012381,275.5728506,0.9204411,1.509348607,25.0297683,177.6296046,2.217590251,333.5826372,NA,3.696801564,0.419592355,16.88050985,NA,5.236225804,314.5278504,NA,712.1524238,42.81527111,"bilinear",FALSE,TRUE,-30.87,41.89710068,2.664208625,NA,NA,NA,NA,NA,NA,23.5984852393384,0.813495137260101,23.4,10,4,"B6_HN_FDD_P5_t2_disk","disk",6.14,2.456,6,3.684,63.5179153094463,0.0157435897435897,0.179333333333333,0.394,0.0142243921955679,0.0319530906173409,4.26399333333333,1.93309333333333,4.26399333333333e-06,1.93309333333333e-06,4.26399333333333e-05,1.93309333333333e-05,0.173615363735071,0.0787090119435396,0.194307130009816,0.0867345608599068,0.0030590917391289,0.00136551334276879,0.281041690869723,0.25232437567861,0.00397249145299145,0.00442460508189769,2.24025034638337,0.02664208625,1.69224977809446,0.819251046566666,0.156775937184371,0.0603911903673928,1.03641817411843,0.113829314624463,0.0672650787714321,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1904.32394838108,3.3649976637379,565.921328535402,"6/12/2023",1578.693,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87796757162854,NA,NA,NA,NA,NA,0.462912246882353,"210 ppm","HN x FDD"
"b6_hn_fdd_p6","14-Jun","B6","3","6","HN","FDD",29.16,1.95,17,8.852459016,1050,9.771147541,"t2","gibson",38.36977015,276.7669062,0.85353366,1.519443818,25.06940732,170.8541845,1.879179862,323.5171814,NA,3.548088577,0.360873302,16.3623866,NA,6.680348426,327.0766757,NA,714.6129157,42.90256573,"bilinear",FALSE,TRUE,-29.7,43.0864346,2.822616831,NA,NA,NA,NA,NA,NA,22.3642172523962,0.761195646287973,22.5,10,4,"B6_HN_FDD_P6_t2_disk","disk",6.208,2.4832,6,3.7248,60.4059278350515,0.0165546666666667,0.183,0.438,0.0555067563455117,0.130149913561247,4.7994,1.73898,4.7994e-06,1.73898e-06,4.7994e-05,1.73898e-05,0.193274806701031,0.0700298002577319,0.216309617912537,0.0771703750622411,0.00358093362133608,0.00127752983569705,0.293479992974778,0.263304606958763,0.00435892,0.00485846345703313,2.80301369195205,0.02822616831,1.70502788599388,0.782096342881239,0.15090592700381,0.0625913501603322,0.99559362004538,0.106152185676309,0.0622583281765105,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1664.09289761087,5.51682144874198,301.639796225476,"6/12/2023",2499.384,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89352799492014,NA,NA,NA,NA,NA,0.574773384764706,"210 ppm","HN x FDD"
"b6_hn_fdd_p7","12-Jun","B6","3","7","HN","FDD",29.16,1.95,17,8.032786885,1050,9.139016393,"t2","gibson",41.13925783,278.2199178,1.000016269,1.398132598,24.99916718,192.792001,3.950637775,374.7895081,NA,4.487414801,0.762962907,16.15557193,NA,18.67132115,312.0677647,NA,710.8336985,42.75849901,"bilinear",FALSE,TRUE,-30.3,42.13362919,2.901486883,NA,NA,NA,NA,NA,NA,22.9968031349902,0.788000132838568,24.5,11,4,"B6_HN_FDD_P7_t2_disk","disk",6.147,2.23527272727273,7,3.91172727272727,62.6321782983569,0.0159662337662338,0.215666666666667,0.515333333333333,0.0547844260108047,0.138482249163325,5.64549333333333,2.05494,5.64549333333333e-06,2.05494e-06,5.64549333333333e-05,2.05494e-05,0.252563960739656,0.0919324060517325,0.28266495141594,0.101306275746562,0.004513094691828,0.00161747968055615,0.383971227162501,0.344496366791389,0.00550030952380952,0.00613057437238415,2.7902017849623,0.02901486883,1.817264437864,0.828012712532911,0.164024880651807,0.0768330122337504,1.06887060541847,0.111628965709427,0.0614269246586011,976,90495.2638438288,0.948628353031164,4.77311901816362,91.9665167129146,1950,420,1785.19327742817,4.34786073957931,410.591181354375,"6/12/2023",2199.214,"2023-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94400963813846,NA,NA,NA,NA,NA,0.537589199588235,"210 ppm","HN x FDD"
