id_plant,date,ID_trt,block,plant,n_trt,drought,tmp,VPD,DAD,Cumul_FC,Cumul_N,Cumul_DD,time,machine,anet_420,ci_420,gs_420,vpd_leaf,temperature_leaf,vcmax_tleaf,vcmax_tleaf_se,jmax_tleaf,jmax_tleaf_se,rd_tleaf,rd_tleaf_se,TPU,TPU_se,aci_RMSE,aci_ci_transistion,aci_ci_transition_set,aci_km,aci_gammastar,aci_fitmethod,aci_tcorrect,aci_fittpu,deltaC13,percentage_C,percentage_N,total_leaves,stem,rep_org,senescence,roots,transpiration
b6_hn_fdd_p2,14-Jun,B6,3,2,HN,FDD,29.16,1.95,17,10.32786885,1050,8.295737705,t2,gibson,39.42263805,270.321211,0.822111695,1.505921196,25.02651791,181.5469314,2.257247627,314.3267792,NA,4.440476872,0.374972112,15.03961948,NA,6.281063194,274.7213123,NA,711.9542393,42.80817843,bilinear,FALSE,TRUE,-30.01,42.6457778,3.027342919,,,,,,
b6_hn_fdd_p3,19-Jun,B6,3,3,HN,FDD,29.16,1.95,24,13.55737705,1260,9.966229508,t2,stan,34.63682953,294.841565,0.935208038,1.508617617,25.01334584,134.1975002,1.946672284,225.7821942,NA,-0.800706131,0.344847536,14.02486588,NA,5.64733788,295.9814707,NA,711.139803,42.77922855,bilinear,FALSE,TRUE,-30.61,41.94493801,4.069616744,,,,,,
b6_hn_fdd_p4,12-Jun,B6,3,4,HN,FDD,29.16,1.95,17,8.344262295,1050,8.860327869,t2,gibson,36.88200431,269.8601712,0.718654396,1.499505653,24.99883752,171.2790853,2.662229586,301.7003923,NA,4.874877577,0.46981685,15.75895349,NA,8.149009274,289.9594022,NA,710.2498495,42.74747199,bilinear,FALSE,TRUE,-30.72,43.18744733,3.552684935,,,,,,
b6_hn_fdd_p5,14-Jun,B6,3,5,HN,FDD,29.16,1.95,17,10.75409836,1050,7.869508197,t2,gibson,40.1012381,275.5728506,0.9204411,1.509348607,25.0297683,177.6296046,2.217590251,333.5826372,NA,3.696801564,0.419592355,16.88050985,NA,5.236225804,314.5278504,NA,712.1524238,42.81527111,bilinear,FALSE,TRUE,-30.87,41.89710068,2.664208625,,,,,,
b6_hn_fdd_p6,14-Jun,B6,3,6,HN,FDD,29.16,1.95,17,8.852459016,1050,9.771147541,t2,gibson,38.36977015,276.7669062,0.85353366,1.519443818,25.06940732,170.8541845,1.879179862,323.5171814,NA,3.548088577,0.360873302,16.3623866,NA,6.680348426,327.0766757,NA,714.6129157,42.90256573,bilinear,FALSE,TRUE,-29.7,43.0864346,2.822616831,,,,,,
b6_hn_fdd_p7,12-Jun,B6,3,7,HN,FDD,29.16,1.95,17,8.032786885,1050,9.139016393,t2,gibson,41.13925783,278.2199178,1.000016269,1.398132598,24.99916718,192.792001,3.950637775,374.7895081,NA,4.487414801,0.762962907,16.15557193,NA,18.67132115,312.0677647,NA,710.8336985,42.75849901,bilinear,FALSE,TRUE,-30.3,42.13362919,2.901486883,,,,,,
b6_hn_fdd_p8,19-Jun,B6,3,8,HN,FDD,29.16,1.95,24,12.20491803,1260,11.31868852,t2,stan,32.07271012,271.5986212,0.580753319,1.490459824,24.9921868,142.4199997,0.720622713,223.942916,NA,1.468066904,0.099410351,11.46651811,NA,6.463340475,257.4106498,NA,709.8423078,42.73292226,bilinear,FALSE,TRUE,-30.39,33.04160511,2.203035002,,,,,,
b7_ln_ww_p1,12-Jun,B7,5,1,LN,WW,29.16,1.95,17,16.97540984,350,0,t2,gibson,24.27896288,310.6332977,0.693348849,1.78777306,25.07004624,104.8016265,2.565821693,153.8936862,NA,2.159399016,0.375206248,9.444286551,NA,11.47389865,245.1385015,NA,714.686882,42.90459734,bilinear,FALSE,TRUE,-30.89,39.89577813,2.170410561,,,,,,
b7_ln_ww_p2,12-Jun,B7,5,2,LN,WW,29.16,1.95,17,16.8442623,350,0,t2,gibson,25.10779218,303.2551377,0.60504372,1.512945522,25.0258004,107.2757322,1.403142674,195.7478477,NA,3.577019015,0.302698293,12.51925528,NA,6.89561018,365.3550457,NA,711.9102098,42.80660765,bilinear,FALSE,TRUE,-32.45,41.2379326,1.91007641,,,,,,
b7_ln_ww_p3,12-Jun,B7,5,3,LN,WW,29.16,1.95,17,17.01639344,350,0,t2,gibson,24.39306136,323.35832,0.86485437,1.499921452,25.00696044,95.38590589,0.995687128,171.2288304,NA,2.457886727,0.217511616,9.79013368,NA,6.430932925,362.8559522,NA,710.7504619,42.76529487,bilinear,FALSE,TRUE,-32.53,39.43309468,2.150057727,,,,,,
b7_ln_ww_p4,12-Jun,B7,5,4,LN,WW,29.16,1.95,17,16.79508197,350,0,t2,gibson,20.47104219,323.2425679,0.629135916,1.51395741,25.02927999,83.77177888,1.034473344,154.7746687,NA,2.860664484,0.233612185,NA,NA,4.706700063,394.0741926,NA,712.126834,42.81428236,bilinear,FALSE,TRUE,-31.87,40.54392836,1.727400541,,,,,,
b7_ln_ww_p5,12-Jun,B7,5,5,LN,WW,29.16,1.95,17,16.72131148,350,0,t2,gibson,26.06309841,301.1547222,0.626265486,1.511714401,25.03718648,100.3265171,2.562639875,159.0965651,NA,3.266295202,0.278411996,NA,NA,28.11383778,284.6997093,NA,712.6222917,42.83177977,bilinear,FALSE,FALSE,-30.48,40.13221043,1.800807992,,,,,,
b7_ln_ww_p6,12-Jun,B7,5,6,LN,WW,29.16,1.95,17,16.72131148,350,0,t2,gibson,24.48773979,325.937387,0.933831267,1.508670171,25.02426193,93.06378471,1.274708387,168.4878621,NA,1.876803053,0.282970563,8.876511043,NA,11.23595303,371.2998774,NA,711.8120103,42.80317001,bilinear,FALSE,TRUE,-30.86,40.88012999,1.445588282,,,,,,
b7_ln_ww_p7,12-Jun,B7,5,7,LN,WW,29.16,1.95,17,16.73770492,350,0,t2,gibson,27.94139644,305.4621467,0.762615061,1.504339473,25.02733059,118.6165565,1.561223011,208.5759001,NA,4.311334812,0.32513387,10.69677117,NA,9.337540033,332.4680794,NA,712.0004159,42.80988998,bilinear,FALSE,TRUE,-31.26,36.90291282,2.610677307,,,,,,
b7_ln_ww_p8,12-Jun,B7,5,8,LN,WW,29.16,1.95,17,16.7295082,350,0,t2,gibson,29.70803402,310.2707148,0.944794785,1.402945776,24.98971994,123.164391,1.474836521,206.8582981,NA,3.56815802,0.271052869,11.33784487,NA,14.72300654,301.6075191,NA,709.853334,42.73049479,bilinear,FALSE,TRUE,-30.88,40.80766096,2.090554325,,,,,,
b2_ln_spd_p1,14-Jun,B2,7,1,LN,SPD,29.16,1.95,19,12.81967213,350,5.803934426,t2,gibson,30.49524072,302.1505133,0.858047216,1.515626968,25.02254021,129.1468755,0.968448982,217.7846308,NA,3.203190181,0.171860302,11.80392398,NA,4.815321608,300.8748222,NA,711.7078598,42.79942825,bilinear,FALSE,TRUE,-31.32,39.15785002,2.181356908,,,,,,
b2_ln_spd_p2,19-Jun,B2,7,2,LN,SPD,29.16,1.95,24,20.19672131,420,3.343278689,t2,stan,20.8459525,336.1853789,0.898211518,1.504638391,25.00918096,75.66382126,1.038874206,125.2554448,NA,0.545450253,0.182197457,7.717386705,NA,3.233411668,321.5244566,NA,710.8847785,42.77012055,bilinear,FALSE,TRUE,-31.66,40.17618578,1.710118419,,,,,,
b2_ln_spd_p3,14-Jun,B2,7,3,LN,SPD,29.16,1.95,19,13.05737705,350,5.566229508,t2,gibson,33.33647001,290.6224032,0.823063861,1.506993266,25.03166455,141.7877907,1.956291525,250.3912929,NA,3.139781128,0.377382329,12.65958388,NA,8.468737959,316.833732,NA,712.2670146,42.81939013,bilinear,FALSE,TRUE,-30.76,40.70483516,2.489037037,,,,,,
b2_ln_spd_p4,19-Jun,B2,7,4,LN,SPD,29.16,1.95,24,17.60655738,420,5.91704918,t2,stan,26.31881225,283.6381992,0.494218689,1.49126992,24.98597775,113.2831766,0.968192747,184.2220097,NA,1.885116017,0.169141903,10.57483142,NA,3.828473481,289.9345673,NA,709.4664915,42.71942437,bilinear,FALSE,TRUE,-30.72,40.29089347,1.876940427,,,,,,
b2_ln_spd_p5,14-Jun,B2,7,5,LN,SPD,29.16,1.95,19,12.95901639,350,5.664590164,t2,gibson,29.29720949,308.0202118,0.901267745,1.507825477,25.0181593,120.864573,0.844120428,193.3329387,NA,2.680266946,0.130429251,9.669522618,NA,8.145922906,278.0599585,NA,711.4377704,42.7898141,bilinear,FALSE,TRUE,-30.63,38.30908669,1.928035658,,,,,,
b2_ln_spd_p6,14-Jun,B2,7,6,LN,SPD,29.16,1.95,19,13.09836066,350,5.525245902,t2,gibson,34.84218055,291.6107551,0.916139011,1.509369667,25.02890008,149.0170865,1.030794911,237.2310077,NA,2.779549796,0.150086991,11.80204082,NA,12.05227445,260.3186532,NA,712.0979437,42.81334832,bilinear,FALSE,TRUE,-30.83,42.04166527,3.014268456,,,,,,
b2_ln_spd_p7,19-Jun,B2,7,7,LN,SPD,29.16,1.95,24,16.79508197,420,6.72852459,t2,stan,23.73029955,300.2602716,0.52831581,1.497564055,24.99250732,95.45735274,0.580935656,154.8558095,NA,1.018244244,0.092234031,9.678246314,NA,3.826231748,298.4443289,NA,709.8627607,42.73363837,bilinear,FALSE,TRUE,-31.36,42.5730923,2.022975548,,,,,,
b2_ln_spd_p8,14-Jun,B2,7,8,LN,SPD,29.16,1.95,19,12.7704918,350,5.853114754,t2,gibson,31.21377251,290.5214173,0.730123443,1.506101969,25.01990079,134.7870623,1.616496831,229.4171301,NA,3.367182767,0.303796659,11.64905669,NA,11.35148094,301.8989096,NA,711.5470705,42.79367133,bilinear,FALSE,TRUE,-31.31,40.43518999,2.299619958,,,,,,
b3_ln_fdd_p1,19-Jun,B3,2,1,LN,FDD,29.16,1.95,24,13.24590164,420,10.27770492,t2,stan,13.93295605,310.6762813,0.290873761,1.501293205,24.99417944,59.8083987,0.999845554,109.4921757,NA,2.018184846,0.227065322,NA,NA,2.882917676,403.6345348,NA,709.9637584,42.73726954,bilinear,FALSE,TRUE,-32.57,40.38327483,1.760366405,,,,,,
b3_ln_fdd_p2,19-Jun,B3,2,2,LN,FDD,29.16,1.95,24,12.59016393,420,10.93344262,t2,stan,24.31968815,308.7488191,0.630322444,1.504041322,25.01873872,95.87584686,0.593645842,163.1394535,NA,0.753958819,0.120157867,NA,NA,4.197186168,327.5593129,NA,711.4728941,42.79107468,bilinear,FALSE,TRUE,-31.88,25.99970294,1.582924901,,,,,,
b3_ln_fdd_p3,19-Jun,B3,2,3,LN,FDD,29.16,1.95,24,20.19672131,420,3.326885246,t2,stan,20.16947987,306.9957606,0.458350936,1.509748868,25.02021195,76.82684278,0.737309316,118.8910897,NA,0.495197035,0.127320957,8.106061554,NA,5.558601346,281.5505836,NA,711.5635522,42.79430467,bilinear,FALSE,TRUE,-31.84,38.57944223,1.50070487,,,,,,
b3_ln_fdd_p4,19-Jun,B3,2,4,LN,FDD,29.16,1.95,24,13.40983607,420,10.11377049,t2,stan,24.61639209,303.3183539,0.586506459,1.498318729,25.0011087,99.17208951,0.875826095,149.5174695,NA,0.498174891,0.128928569,8.046790693,NA,6.056772964,258.1686793,NA,710.3921709,42.75249846,bilinear,FALSE,TRUE,-30.5,38.99433191,1.844960584,,,,,,
b3_ln_fdd_p5,14-Jun,B3,2,5,LN,FDD,29.16,1.95,19,9.524590164,350,9.099016393,t2,gibson,27.65738112,312.5209997,0.880721089,1.504811815,25.00724332,110.1262065,2.00337719,176.2639877,NA,1.495729036,0.311107424,7.687946159,NA,7.954593032,283.7916319,NA,710.7650928,42.76586414,bilinear,FALSE,TRUE,-31.04,41.41954319,2.247300468,,,,,,
b3_ln_fdd_p6,14-Jun,B3,2,6,LN,FDD,29.16,1.95,19,9.967213115,350,8.656393443,t2,gibson,28.48251851,289.3751251,0.615398923,1.511211159,25.03492576,123.8649293,1.29034673,199.7150665,NA,2.722503207,0.221573558,11.36775239,NA,12.23495439,280.9466873,NA,712.472953,42.82663633,bilinear,FALSE,TRUE,-32.02,40.71941085,2.296284122,,,,,,
b3_ln_fdd_p7,19-Jun,B3,2,7,LN,FDD,29.16,1.95,24,15.93442623,420,7.60557377,t2,stan,27.94817717,298.159601,0.666695068,1.509084562,25.04472303,112.88705,0.904995242,163.644665,NA,0.163537618,0.129155137,9.329976261,NA,12.34467582,235.5663825,NA,713.0763415,42.8481253,bilinear,FALSE,TRUE,-29.95,38.99597741,2.44875143,,,,,,
b3_ln_fdd_p8,14-Jun,B3,2,8,LN,FDD,29.16,1.95,19,10.36065574,350,8.26295082,t2,gibson,31.32489711,301.74203,0.892517827,1.404484923,24.95394776,127.208363,0.94655583,207.879552,NA,2.465143125,0.146470866,10.14902309,NA,19.93526408,283.530663,NA,707.8250628,42.65523138,bilinear,FALSE,TRUE,-31.5,41.44424542,2.128363749,,,,,,
b1_hn_ww_p1,24-Jun,B1,5,1,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,gibson,43.61329652,251.4432379,0.767855916,1.501573737,24.99435673,215.4492492,2.389839775,388.5925542,NA,4.77062242,0.382269099,17.02372999,NA,8.904725297,259.9845115,NA,709.9749703,42.73766379,bilinear,FALSE,TRUE,-30.24,43.65785888,3.303475986,,,,,,
b1_hn_ww_p2,24-Jun,B1,5,2,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,33.1760016,295.8602574,0.869309615,1.50295363,25.01245246,130.0635722,2.176544112,230.2560303,NA,1.251726519,0.440336807,11.29741201,NA,14.40782112,327.0735206,NA,711.0843781,42.77726162,bilinear,FALSE,TRUE,-30.61,42.47100782,2.632877366,,,,,,
b1_hn_ww_p3,24-Jun,B1,5,3,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,27.25994475,267.5782938,0.43378921,1.510259115,25.01152414,135.6758651,2.344528367,241.6130436,NA,4.828133662,0.457349925,13.72597205,NA,5.813705896,325.868508,NA,711.0278234,42.77523681,bilinear,FALSE,TRUE,-30.38,40.74482736,3.14611024,,,,,,
b1_hn_ww_p4,24-Jun,B1,5,4,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,30.8192206,292.049069,0.711555477,1.492758601,24.99346717,127.2060623,1.596845194,218.3363843,NA,2.126741002,0.316748299,9.903790836,NA,12.03898567,310.9901732,NA,709.9205324,42.73571903,bilinear,FALSE,TRUE,-30.83,42.01249765,2.453773412,,,,,,
b1_hn_ww_p5,24-Jun,B1,5,5,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,29.2662081,285.0754615,0.594256165,1.501331859,25.00058052,133.993591,1.951817517,247.6441817,NA,4.075173324,0.402221464,13.45209606,NA,5.198293209,348.8705303,NA,710.3561792,42.75127638,bilinear,FALSE,TRUE,-30.35,39.75546204,2.947363751,,,,,,
b1_hn_ww_p6,24-Jun,B1,5,6,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,41.61052071,270.4960886,0.894331957,1.501159718,25.0057303,180.9157782,1.6451914,333.2225905,NA,1.766991059,0.306476263,15.7516611,NA,7.955335789,301.5260727,NA,710.672219,42.76255119,bilinear,FALSE,TRUE,-30.72,41.08320356,2.903384414,,,,,,
b1_hn_ww_p7,25-Jun,B1,5,7,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,35.81202209,303.3171913,1.178108403,1.429619044,25.01273031,145.4189979,0.927741543,271.4942806,NA,2.072833689,0.192850934,14.19777958,NA,14.38063208,344.1909634,NA,711.192791,42.77953521,bilinear,FALSE,TRUE,-31.25,43.27298406,2.748880093,,,,,,
b1_hn_ww_p8,25-Jun,B1,5,8,HN,WW,29.16,1.95,29,28.52459016,1365,0,t3,stan,34.40694684,294.7504193,0.914966917,1.513982782,25.03236494,147.2160265,1.64947139,272.5347675,NA,2.917228726,0.334040518,12.65663526,NA,11.39410971,338.2449087,NA,712.3122479,42.82096476,bilinear,FALSE,TRUE,-30.32,43.70843945,2.919961606,,,,,,
b5_hn_spd_p1,23-Jun,B5,2,1,HN,SPD,29.16,1.95,29,16.36065574,1365,11.08295082,t3,stan,23.11943326,301.719214,0.519697289,1.515776408,24.99706639,94.17790688,0.869926886,146.0386626,NA,1.519723621,0.148394877,9.618111129,NA,6.069667869,274.4962891,NA,710.1405563,42.74358332,bilinear,FALSE,TRUE,-30.13,40.30669685,2.542368789,,,,,,
b5_hn_spd_p2,23-Jun,B5,2,2,HN,SPD,29.16,1.95,29,16.70491803,1365,10.73868852,t3,stan,28.73002501,269.7385031,0.481105145,1.523056605,25.03350678,146.9040304,2.86127917,263.3047255,NA,6.336573363,0.558367361,13.44513641,NA,6.300879566,320.6495869,NA,712.3805342,42.8234319,bilinear,FALSE,TRUE,-29.58,41.14805233,2.573593687,,,,,,
b5_hn_spd_p3,23-Jun,B5,2,3,HN,SPD,29.16,1.95,29,16.29508197,1365,11.14852459,t3,stan,29.63980552,303.3763691,0.812985929,1.513978148,24.99628065,129.6972664,2.353705693,248.4203098,NA,4.33377084,0.513449685,12.23398061,NA,19.8387343,375.7457137,NA,710.0926664,42.7418691,bilinear,FALSE,TRUE,-30.85,41.5109569,2.146630582,,,,,,
b5_hn_spd_p4,23-Jun,B5,2,4,HN,SPD,29.16,1.95,29,17,1365,10.44360656,t3,stan,32.74087617,272.6441616,0.607040293,1.520780127,25.00487217,161.8329168,3.250384378,312.4296962,NA,6.239446032,0.651223419,15.89608295,NA,7.60451363,345.0342944,NA,710.619322,42.76066813,bilinear,FALSE,TRUE,-29.96,43.4320736,2.827756176,,,,,,
b5_hn_spd_p5,30-Jun,B5,2,5,HN,SPD,29.16,1.95,35,22.7704918,1575,11.53311475,t3,stan,39.53765143,275.6134977,0.879502406,1.504880332,25.01757756,174.8981193,1.796498836,304.0041225,NA,2.733467714,0.315295405,15.57482353,NA,5.420048715,281.5479909,NA,711.4010555,42.78852187,bilinear,FALSE,TRUE,-30.23,39.63315921,3.606189957,,,,,,
b5_hn_spd_p6,23-Jun,B5,2,6,HN,SPD,29.16,1.95,29,16.21311475,1365,11.2304918,t3,stan,31.96210796,293.0178119,0.776343736,1.516176148,25.01563936,129.2800976,0.49556314,207.7217041,NA,1.571448451,0.071591894,10.71305015,NA,9.430879792,275.5838524,NA,711.2822692,42.78428138,bilinear,FALSE,TRUE,-29.8,40.49278323,1.878134591,,,,,,
b5_hn_spd_p7,23-Jun,B5,2,7,HN,SPD,29.16,1.95,29,16.14754098,1365,11.29606557,t3,stan,32.86900254,292.7957371,0.813382749,1.499202034,25.0057358,137.9798029,2.268564375,230.1559283,NA,3.345718514,0.409637549,11.75116481,NA,6.178733514,288.7959197,NA,710.673792,42.76258592,bilinear,FALSE,TRUE,-30.77,41.36472257,2.078737679,,,,,,
b5_hn_spd_p8,23-Jun,B5,2,8,HN,SPD,29.16,1.95,29,16.39344262,1365,11.05016393,t3,stan,33.20887082,289.4126706,0.784059681,1.507825564,25.00811814,144.2720644,1.989373528,265.091495,NA,3.902620757,0.406339671,13.56393397,NA,5.671975436,335.9888325,NA,710.8186807,42.76777762,bilinear,FALSE,TRUE,-30.79,41.72268677,2.085946748,,,,,,
b6_hn_fdd_p1,23-Jun,B6,7,1,HN,FDD,29.16,1.95,29,11.7704918,1365,16.52557377,t3,stan,39.70342896,278.2077722,0.91982087,1.503622185,25.00273105,171.9625769,2.333330928,312.951489,NA,3.369232599,0.453756133,14.4850539,NA,13.43366489,304.5914792,NA,710.4884276,42.75598968,bilinear,FALSE,TRUE,-30.3,41.8787164,2.397423036,,,,,,
b6_hn_fdd_p2,23-Jun,B6,7,2,HN,FDD,29.16,1.95,29,12.90163934,1365,15.39442623,t3,stan,36.20510345,275.0820253,0.73967522,1.50181748,25.00200901,156.2903638,1.957989321,270.9884519,NA,2.377078142,0.356543141,13.99770777,NA,5.200825296,294.8232323,NA,710.443581,42.75439904,bilinear,FALSE,TRUE,-30.09,41.13313565,2.753857077,,,,,,
b6_hn_fdd_p3,30-Jun,B6,7,3,HN,FDD,29.16,1.95,35,16.31147541,1575,17.99213115,t3,stan,40.90873229,272.267145,0.89285282,1.510578844,25.00564347,184.1220084,1.269763262,345.9001231,NA,2.899919297,0.239300822,17.98965695,NA,3.678986011,307.0631339,NA,710.6670296,42.76236365,bilinear,FALSE,TRUE,-30.52,42.2986553,3.282159309,,,,,,
b6_hn_fdd_p4,23-Jun,B6,7,4,HN,FDD,29.16,1.95,29,10.90163934,1365,17.39442623,t3,stan,33.90286487,274.1705729,0.654134607,1.505709439,25.00418145,142.672829,0.706144022,225.1868665,NA,1.282166038,0.107093832,13.64234933,NA,11.21184068,259.3117963,NA,710.5768849,42.75915501,bilinear,FALSE,TRUE,-30.37,42.53744622,2.544752655,,,,,,
b6_hn_fdd_p5,23-Jun,B6,7,5,HN,FDD,29.16,1.95,29,13.47540984,1365,14.82065574,t3,stan,32.87209075,276.5690911,0.641196529,1.50571214,25.01834635,146.2342451,1.68631367,268.0083102,NA,2.869783684,0.335454418,14.1153183,NA,4.965351672,333.036936,NA,711.4487734,42.79021488,bilinear,FALSE,TRUE,-30.03,41.63530897,2.184244283,,,,,,
b6_hn_fdd_p6,23-Jun,B6,7,6,HN,FDD,29.16,1.95,29,11.42622951,1365,16.86983607,t3,stan,35.87744546,271.2654157,0.691831212,1.503543497,25.00838857,167.9244675,3.054899935,316.9259995,NA,4.844187668,0.602016504,16.06845966,NA,7.10532824,326.5636294,NA,710.8386039,42.76843072,bilinear,FALSE,TRUE,-28.91,42.34968488,2.211097705,,,,,,
b6_hn_fdd_p7,24-Jun,B6,7,7,HN,FDD,29.16,1.95,29,10.59016393,1365,17.83344262,t3,stan,42.63580154,273.4511125,0.975496544,1.528014947,25.07136884,184.7472863,1.348538639,352.0870904,NA,1.973804074,0.255027964,17.0652491,NA,7.452787264,314.8864026,NA,714.7377803,42.90694212,bilinear,FALSE,TRUE,-30.01,40.6547237,2.499446666,,,,,,
b6_hn_fdd_p8,30-Jun,B6,7,8,HN,FDD,29.16,1.95,35,14.90983607,1575,19.39377049,t3,stan,33.79005975,279.4621055,0.698501572,1.509439128,25.00965533,156.8115548,1.820680206,286.99782,NA,4.381463329,0.358273144,16.20142756,NA,5.698898676,322.0028557,NA,710.9130513,42.77114374,bilinear,FALSE,TRUE,-30.18,39.3732082,2.311537635,,,,,,
b7_ln_ww_p1,25-Jun,B7,6,1,LN,WW,29.16,1.95,30,29.8442623,455,0,t3,stan,26.78405807,311.6027934,0.778495494,1.491970093,24.97365396,105.6623632,1.596993525,165.7437903,NA,1.772167265,0.245716729,8.358262578,NA,7.709372307,274.5151196,NA,708.7088815,42.69241902,bilinear,FALSE,TRUE,-31.17,41.37716875,1.964835344,,,,,,
b7_ln_ww_p2,25-Jun,B7,6,2,LN,WW,29.16,1.95,30,29.76229508,455,0,t3,stan,24.99620397,301.4203228,0.579394587,1.503432305,25.01769547,107.4310617,2.083834836,186.7243186,NA,4.32368797,0.440940456,9.531004239,NA,7.450387089,333.144278,NA,711.4086907,42.78878733,bilinear,FALSE,TRUE,-30.84,41.37000909,1.502058478,,,,,,
b7_ln_ww_p3,25-Jun,B7,6,3,LN,WW,29.16,1.95,30,29.96721311,455,0,t3,stan,21.68444385,327.1247721,0.729902287,1.42728647,25.00385851,80.82144084,0.758027828,132.6472864,NA,2.618403208,0.142355156,NA,NA,16.07337082,313.3079292,NA,710.5582614,42.75846991,bilinear,FALSE,FALSE,-31.35,39.3340283,1.75679855,,,,,,
b7_ln_ww_p4,25-Jun,B7,6,4,LN,WW,29.16,1.95,30,29.63114754,455,0,t3,stan,28.98819115,314.9892582,0.956060257,1.400612046,25.02116774,114.9091338,0.655231112,196.8745942,NA,4.034953037,0.091776371,NA,NA,27.832834,319.3904437,NA,711.6223117,42.79639913,bilinear,FALSE,FALSE,-31.17,42.04744862,1.576647277,,,,,,
b7_ln_ww_p5,25-Jun,B7,6,5,LN,WW,29.16,1.95,30,29.50819672,455,0,t3,stan,22.66212219,316.9263044,0.645170627,1.509092134,25.02355732,98.01758699,2.361898077,177.8494278,NA,5.017952423,0.526427036,10.23040375,NA,7.054507766,368.939948,NA,711.7712372,42.80167257,bilinear,FALSE,TRUE,-30.32,39.75651782,1.425113056,,,,,,
b7_ln_ww_p6,25-Jun,B7,6,6,LN,WW,29.16,1.95,30,29.50819672,455,0,t3,stan,24.81490923,303.1107991,0.587681854,1.498821643,24.99017371,110.0242572,2.965899207,201.3459543,NA,4.974360366,0.630118904,9.86977849,NA,9.933372419,363.6976222,NA,709.7183898,42.72850795,bilinear,FALSE,TRUE,-30.7,42.27798442,1.383953166,,,,,,
b7_ln_ww_p7,25-Jun,B7,6,7,LN,WW,29.16,1.95,30,29.52459016,455,0,t3,stan,26.27302357,313.7264545,0.785455468,1.499394214,24.99851309,104.7755789,1.798726072,182.9927435,NA,3.352698181,0.386582095,9.810569664,NA,5.691682513,337.4089867,NA,710.2299065,42.74676109,bilinear,FALSE,TRUE,-30.83,38.85568564,1.387939645,,,,,,
b7_ln_ww_p8,25-Jun,B7,6,8,LN,WW,29.16,1.95,30,29.51639344,455,0,t3,stan,22.9186987,325.0504483,0.783907797,1.503239616,24.99925025,92.1928859,2.33576925,157.7826284,NA,4.328199543,0.469386311,NA,NA,20.05252526,332.8772964,NA,710.2757944,42.74838694,bilinear,FALSE,FALSE,-30.92,41.31635307,1.522022749,,,,,,
b2_ln_spd_p1,24-Jun,B2,3,1,LN,SPD,29.16,1.95,30,17.90163934,455,10.88262295,t3,stan,31.93260655,305.336199,0.965193613,1.504177088,25.00501898,126.8320328,0.891452975,209.6244295,NA,1.50796942,0.143382496,10.60562766,NA,9.615716552,291.1413448,NA,710.6286334,42.76099508,bilinear,FALSE,TRUE,-30.68,41.47105751,2.397409411,,,,,,
b2_ln_spd_p2,30-Jun,B2,3,2,LN,SPD,29.16,1.95,35,26.18032787,525,9.123278689,t3,stan,30.49986368,299.6968963,0.800337476,1.503545687,24.9897109,125.707759,1.922603579,219.9247395,NA,3.3659445,0.395542372,11.78782567,NA,5.435013918,322.8333432,NA,709.6899423,42.72749386,bilinear,FALSE,TRUE,-30.72,41.19764365,1.88114345,,,,,,
b2_ln_spd_p3,24-Jun,B2,3,3,LN,SPD,29.16,1.95,30,18.13934426,455,10.61213115,t3,stan,29.46765925,309.2025564,0.894932546,1.514131817,25.01460219,123.1629163,1.960722731,227.2882019,NA,4.055731489,0.423366288,12.19750507,NA,5.502215217,358.5113607,NA,711.2163046,42.78196816,bilinear,FALSE,TRUE,-30.69,41.18799434,2.090454592,,,,,,
b2_ln_spd_p4,30-Jun,B2,3,4,LN,SPD,29.16,1.95,35,23.19672131,525,11.76262295,t3,stan,26.46945397,296.2840025,0.592943641,1.495214855,24.99913369,125.0812344,2.954197493,235.4648654,NA,6.283073425,0.640511039,12.72563729,NA,7.509359521,369.1246912,NA,710.2674737,42.7481103,bilinear,FALSE,TRUE,-30.46,40.46210094,1.682863181,,,,,,
b2_ln_spd_p5,24-Jun,B2,3,5,LN,SPD,29.16,1.95,30,18.04098361,455,10.67770492,t3,stan,26.43232986,309.0820973,0.726839031,1.505941509,25.00471133,104.3247561,1.621174611,174.1513542,NA,2.285704422,0.32483363,8.696939193,NA,5.227426851,310.3645442,NA,710.609489,42.76031668,bilinear,FALSE,TRUE,-30.47,38.51260193,1.616135399,,,,,,
b2_ln_spd_p6,24-Jun,B2,3,6,LN,SPD,29.16,1.95,30,18.18032787,455,10.57114754,t3,stan,30.40005411,301.0435959,0.805594756,1.510381022,25.04362161,125.4000495,0.87775543,189.2191212,NA,1.613455068,0.128560881,9.871498287,NA,8.04965243,248.4040356,NA,713.0102595,42.84574153,bilinear,FALSE,TRUE,-30.37,41.87375434,2.424916262,,,,,,
