id_plant,date,ID_trt,block,plant,n_trt,drought,tmp,VPD,DAD,Cumul_FC,Cumul_N,Cumul_DD,time,machine,anet_420,ci_420,gs_420,vpd_leaf,temperature_leaf,vcmax_tleaf,vcmax_tleaf_se,jmax_tleaf,jmax_tleaf_se,rd_tleaf,rd_tleaf_se,TPU,TPU_se,aci_RMSE,aci_ci_transistion,aci_ci_transition_set,aci_km,aci_gammastar,aci_fitmethod,aci_tcorrect,aci_fittpu,deltaC13,percentage_C,percentage_N,total_leaves,stem,rep_org,senescence,roots,transpiration
b2_ln_spd_p7,30-Jun,B2,3,7,LN,SPD,29.16,1.95,35,22.51639344,525,12.73803279,t3,stan,27.42006695,295.6162786,0.620714975,1.500420987,24.99596751,113.8795907,1.775021673,192.9480437,NA,2.870043633,0.343250093,10.65745969,NA,4.689688301,312.7616431,NA,710.0732004,42.74117896,bilinear,FALSE,TRUE,-30.77,41.72548883,1.89153788,,,,,,
b2_ln_spd_p8,24-Jun,B2,3,8,LN,SPD,29.16,1.95,30,17.85245902,455,10.91540984,t3,stan,24.11762103,322.6806276,0.81814571,1.519530219,25.00577098,94.74828789,1.391525775,165.4185419,NA,2.805428419,0.308154946,10.07584409,NA,6.731662773,344.3870583,NA,710.6746164,42.76263843,bilinear,FALSE,TRUE,-30.7,40.71707142,1.586845815,,,,,,
b3_ln_fdd_p1,30-Jun,B3,1,1,LN,FDD,29.16,1.95,35,15.80327869,525,18.50032787,t3,stan,17.59228377,338.5964914,0.688297285,1.502773144,25.00579541,69.51990815,1.629766769,119.304631,NA,3.131482178,0.363074998,NA,NA,8.763008768,348.6934865,NA,710.6762574,42.76269452,bilinear,FALSE,TRUE,-31.95,39.67170191,1.497249399,,,,,,
b3_ln_fdd_p2,30-Jun,B3,1,2,LN,FDD,29.16,1.95,35,15.06557377,525,19.23803279,t3,stan,31.78352568,301.4812035,0.894354653,1.501757239,25.00734152,129.4269471,1.539325167,234.8810282,NA,2.158124382,0.319366198,13.3689212,NA,4.261987603,342.1559448,NA,710.7728104,42.76611016,bilinear,FALSE,TRUE,-31.8,40.17970768,2.402528725,,,,,,
b3_ln_fdd_p3,30-Jun,B3,1,3,LN,FDD,29.16,1.95,35,27.16393443,525,7.139672131,t3,stan,24.75932209,309.6207817,0.658474689,1.497327122,24.99668089,97.55235233,2.053060774,161.7357519,NA,2.671959294,0.391938749,9.303196376,NA,5.654521629,310.0510714,NA,710.1176837,42.74275373,bilinear,FALSE,TRUE,-31.24,37.25375113,1.365976387,,,,,,
b3_ln_fdd_p4,30-Jun,B3,1,4,LN,FDD,29.16,1.95,35,15.50819672,525,18.79540984,t3,stan,30.02504038,306.6883094,0.882618325,1.494003224,24.99236738,121.723412,1.459751148,187.9337283,NA,1.236850493,0.217188693,9.741220139,NA,5.695528532,259.4465086,NA,709.8527196,42.73330531,bilinear,FALSE,TRUE,-30.4,42.73540986,2.156816425,,,,,,
b3_ln_fdd_p5,24-Jun,B3,1,5,LN,FDD,29.16,1.95,30,11.40983607,455,17.01377049,t3,stan,24.0152622,312.9250365,0.662846824,1.517923001,25.03690292,98.41022828,1.253738249,169.4212952,NA,2.824509824,0.266218935,8.794285883,NA,5.646221759,333.9182538,NA,712.5925304,42.83093283,bilinear,FALSE,TRUE,-31.16,41.13269292,1.789398002,,,,,,
b3_ln_fdd_p6,24-Jun,B3,1,6,LN,FDD,29.16,1.95,30,11.93442623,455,16.48918033,t3,stan,33.48090468,298.9603727,0.936325316,1.507783088,25.00819462,132.8328796,1.145077064,224.1238292,NA,1.017238885,0.208550058,10.91425354,NA,8.72604672,298.2461266,NA,710.8258968,42.76799133,bilinear,FALSE,TRUE,-31.01,41.25891244,2.106470118,,,,,,
b3_ln_fdd_p7,30-Jun,B3,1,7,LN,FDD,29.16,1.95,35,18.2295082,525,16.0904918,t3,stan,26.7057474,296.7831499,0.605589147,1.507789309,25.01386197,108.7313188,0.4349393,172.1814062,NA,2.072473654,0.071533038,11.10882191,NA,6.09364863,279.0795386,NA,711.1718139,42.78036472,bilinear,FALSE,TRUE,-29.82,39.50119241,2.432553615,,,,,,
b3_ln_fdd_p8,24-Jun,B3,1,8,LN,FDD,29.16,1.95,30,12.3442623,455,16.07934426,t3,stan,28.20215186,317.5447261,0.990350476,1.512056255,25.01250076,108.8472997,1.305778515,191.8127347,NA,1.861853419,0.279528836,10.05323583,NA,4.646685416,340.629815,NA,711.0885446,42.77738941,bilinear,FALSE,TRUE,-31.08,43.09776465,2.11358893,,,,,,
b1_hn_ww_p1,3-Jul,B1,2,1,HN,WW,29.16,1.95,38,37.37704918,1575,0,t4,stan,34.50241518,282.5739806,0.833058281,1.498909963,25.0027978,160.9527271,1.598669525,311.5398029,NA,4.911630768,0.32737706,15.73574264,NA,8.889384837,347.3920171,NA,710.4924345,42.75613418,bilinear,FALSE,TRUE,-30.55,42.43278022,2.809771288,27.0176,48.27,6.06,13.2,25.83,38.5
b1_hn_ww_p2,3-Jul,B1,2,2,HN,WW,29.16,1.95,38,37.37704918,1575,0,t4,stan,33.69725992,278.0416722,0.734355281,1.499691303,25.00944778,159.4726703,2.669661374,291.9924322,NA,5.929989356,0.528892972,14.34581436,NA,10.17560899,319.6827844,NA,710.9001446,42.77068622,bilinear,FALSE,TRUE,-31.13,42.66009532,2.347702903,51.0808,73.74,10.26,13.73,59.65,53.3
b1_hn_ww_p3,3-Jul,B1,2,3,HN,WW,29.16,1.95,38,37.37704918,1575,0,t4,stan,25.71604946,240.2453735,0.326024319,1.491816214,24.98355703,205.9510997,10.2699241,430.7825179,NA,16.01410194,1.959865779,19.62483145,NA,21.47892089,324.2768801,NA,709.3138284,42.71404912,bilinear,FALSE,TRUE,-30.2,40.40104644,3.426185649,14.0818,43.96,8.18,17.5,41.46,30.7
b1_hn_ww_p4,3-Jul,B1,2,4,HN,WW,29.16,1.95,38,36.39344262,1575,0,t4,stan,30.77902616,284.9507827,0.692771302,1.498537605,24.98132797,135.2136364,1.484554535,229.1545032,NA,3.266117689,0.287110497,10.49800468,NA,14.53536549,298.1361738,NA,709.1769518,42.70916739,bilinear,FALSE,TRUE,-30.76,38.85166819,1.996740295,39.3406,36.65,11.02,7.62,31.48,43.3
b1_hn_ww_p5,3-Jul,B1,2,5,HN,WW,29.16,1.95,38,37.37704918,1575,0,t4,stan,25.07440216,324.3597096,1.032867576,1.505809109,25.01800053,101.4277447,1.188449611,186.4848467,NA,3.076271809,0.265417563,10.91833818,NA,3.005137494,375.308509,NA,711.4257193,42.78942418,bilinear,FALSE,TRUE,-31.08,40.88256149,2.672555731,15.9452,29.3,12.29,10.96,15.55,32.2
b1_hn_ww_p6,3-Jul,B1,2,6,HN,WW,29.16,1.95,38,37.37704918,1575,0,t4,stan,36.60671023,269.8087391,0.759344674,1.493231509,25.00103659,164.9925318,1.609780949,274.1449463,NA,2.860908443,0.26835548,14.68689347,NA,6.250531651,268.6057957,NA,710.3841684,42.7522749,bilinear,FALSE,TRUE,-31.36,42.32222646,2.945469558,29.9849,58.24,8.71,5.86,84.98,40.4
b1_hn_ww_p7,3-Jul,B1,2,7,HN,WW,29.16,1.95,38,37.3852459,1575,0,t4,stan,24.23333346,299.5245436,0.575923417,1.514038807,25.0374616,110.9613823,1.948656714,199.7781903,NA,4.145147086,0.406070308,13.12046847,NA,5.702203569,353.7404447,NA,712.6274802,42.83216819,bilinear,FALSE,TRUE,-30.95,40.38191467,2.083597489,17.5122,36.25,6.06,3.4,59.03,26.15
b1_hn_ww_p8,3-Jul,B1,2,8,HN,WW,29.16,1.95,38,36.39344262,1575,0,t4,stan,30.71415094,289.4229264,0.738804301,1.502125841,25.00489508,134.7306789,1.657943078,244.2545605,NA,3.004764945,0.336361405,12.39540762,NA,10.29781757,336.8002398,NA,710.6214263,42.7607311,bilinear,FALSE,TRUE,-30.67,42.63047009,2.373401648,27.1159,66.1,8.21,5,106.83,35.2
b5_hn_spd_p1,3-Jul,B5,7,1,HN,SPD,29.16,1.95,38,20.32786885,1575,16.9157377,t4,stan,30.53147073,281.0752679,0.63758445,1.499179682,24.99080649,140.7593042,2.074582993,256.7905585,NA,4.20020518,0.420054744,14.14740508,NA,6.687259749,334.5647813,NA,709.757556,42.72989946,bilinear,FALSE,TRUE,-29.17,66.88040456,3.235790757,21.5624,47.99,17.38,8.48,21.35,33.4
b5_hn_spd_p2,3-Jul,B5,7,2,HN,SPD,29.16,1.95,38,20.67213115,1575,16.57147541,t4,stan,26.90402668,285.5036387,0.549797611,1.502817546,25.00645055,125.8661961,2.784213995,224.3175841,NA,4.893746428,0.55917016,11.25013292,NA,9.401727069,334.1902125,NA,710.7192159,42.76417939,bilinear,FALSE,TRUE,-29.17,66.88040456,3.235790757,26.7205,53.93,13.19,4.04,20.31,32.1
b5_hn_spd_p3,3-Jul,B5,7,3,HN,SPD,29.16,1.95,38,20.26229508,1575,16.98131148,t4,yadi,22.03821384,275.6125824,0.351769623,1.506104256,25.00099093,91.10477814,0.689083109,157.2663079,NA,-0.278612129,0.136513153,8.774822159,NA,5.092606844,339.1953626,NA,710.3813024,42.75217376,bilinear,FALSE,TRUE,-30.44,40.00024048,1.743274035,27.3388,59.25,10.22,8.65,31.21,41
b5_hn_spd_p4,3-Jul,B5,7,4,HN,SPD,29.16,1.95,38,20.96721311,1575,16.27639344,t4,stan,34.44153767,273.1554358,0.706557393,1.50794464,25.01418533,152.4833336,1.834423093,269.8386704,NA,2.9132861,0.350649347,13.85516447,NA,4.053521396,308.5251818,NA,711.1909053,42.78105886,bilinear,FALSE,TRUE,-30.13,42.59177141,2.58678756,18.0803,47.24,9.06,6.22,57.32,32.9
b5_hn_spd_p5,7-Jul,B5,7,5,HN,SPD,29.16,1.95,41,24.96721311,1680,15.21639344,t4,stan,39.86759258,268.7022938,0.870329967,1.513644936,25.06845429,181.4299966,1.348730127,337.7275077,NA,2.77980124,0.251717458,16.96083582,NA,3.739908209,307.7285291,NA,714.5609824,42.90059787,bilinear,FALSE,TRUE,-29.99,39.47669775,3.183169295,12.0203,20.97,4.1,3.89,16,23.7
b5_hn_spd_p6,3-Jul,B5,7,6,HN,SPD,29.16,1.95,38,20.18032787,1575,17.06327869,t4,yadi,33.71612598,273.0041832,0.639147194,1.506050349,25.00932905,137.4246437,2.286810462,179.9142859,NA,-1.85863655,0.323540466,10.59305218,NA,18.93189967,186.4671787,NA,710.8932301,42.7704331,bilinear,FALSE,TRUE,-30.16,34.67423793,1.653859335,23.4925,55.68,22.74,8.44,63.92,41.2
b5_hn_spd_p7,3-Jul,B5,7,7,HN,SPD,29.16,1.95,38,20.1147541,1575,17.12885246,t4,yadi,28.94064212,279.550252,0.54362677,1.502894711,25.0022919,118.9314524,1.148267329,177.6982112,NA,-0.92728489,0.155076966,9.57383096,NA,5.702802134,245.6647317,NA,710.4615559,42.75502967,bilinear,FALSE,TRUE,-29.85,36.62167804,1.547452948,25.899,61.57,15.69,11.92,30.84,43.7
b5_hn_spd_p8,3-Jul,B5,7,8,HN,SPD,29.16,1.95,38,20.36065574,1575,16.88295082,t4,yadi,27.79633991,237.0617976,0.338917738,1.515664812,25.01007483,132.458325,1.584984706,192.5832212,NA,-0.325279089,0.190083151,9.955845589,NA,4.327933266,228.3471931,NA,710.9403919,42.77209146,bilinear,FALSE,TRUE,-30.69,39.37212735,1.539733818,23.1343,47.04,11.83,4.21,41.99,33
b6_hn_fdd_p1,4-Jul,B6,1,1,HN,FDD,29.16,1.95,38,14.60655738,1575,22.89934426,t4,stan,28.0255178,284.785663,0.580976448,1.506514943,25.02978166,132.7795507,2.186398356,247.6269606,NA,5.048405218,0.453871487,14.60101831,NA,5.510856471,356.6493127,NA,712.1552951,42.81533792,bilinear,FALSE,TRUE,-30.58,41.21219204,2.314097034,24.1954,45.5,11.85,6.17,42.22,33.4
b6_hn_fdd_p2,4-Jul,B6,1,2,HN,FDD,29.16,1.95,38,16.19672131,1575,21.44032787,t4,stan,27.6469311,290.7312648,0.619473403,1.516855533,25.01579154,124.9650822,2.246760971,220.110596,NA,4.6513723,0.455537806,NA,NA,6.445049133,328.2277706,NA,711.2918265,42.78461852,bilinear,FALSE,TRUE,-30.08,40.20691309,2.375277691,12.99,45.34,7.62,4.46,13.2,26.2
b6_hn_fdd_p3,7-Jul,B6,1,3,HN,FDD,29.16,1.95,41,20.13114754,1680,20.57704918,t4,stan,39.32751078,261.0996784,0.764348976,1.499513319,25.00093228,193.4317458,1.978119456,366.2220617,NA,4.569752126,0.364760049,17.83010472,NA,7.741221393,300.3038314,NA,710.3778908,42.7520488,bilinear,FALSE,TRUE,-30.57,41.57650645,3.709814359,16.4047,30.92,8.9,3.64,25.41,25.3
b6_hn_fdd_p4,4-Jul,B6,1,4,HN,FDD,29.16,1.95,38,14.14754098,1575,23.34196721,t4,yadi,29.08177721,230.1394227,0.341355,1.515393239,25.01308223,145.862197,2.317079233,232.5444423,NA,0.52366688,0.369892346,14.31416934,NA,7.379231391,262.3569035,NA,711.1259462,42.77869395,bilinear,FALSE,TRUE,-30.45,43.49287458,2.402042871,19.7841,43.75,14.15,9.22,33.06,31.2
b6_hn_fdd_p5,4-Jul,B6,1,5,HN,FDD,29.16,1.95,38,16.83606557,1575,20.78459016,t4,yadi,31.49418874,250.9537643,0.453915091,1.506518698,25.01692184,135.9065907,1.44873625,226.4137248,NA,-1.213287375,0.253970595,12.40738533,NA,3.766015685,289.8488321,NA,711.3600065,42.78707143,bilinear,FALSE,TRUE,-30.33,40.20645417,2.024508409,20.192,42.49,11.36,0.91,50.06,28
b6_hn_fdd_p6,4-Jul,B6,1,6,HN,FDD,29.16,1.95,38,14.73770492,1575,22.75180328,t4,yadi,8.203774541,99.60245475,0.043536056,1.500838594,24.99517391,146.8375835,6.229899361,195.117376,NA,3.067262835,0.568231888,11.80012587,NA,10.82320872,188.5583585,NA,710.027593,42.73949827,bilinear,FALSE,TRUE,-29.09,42.09714637,1.944986307,32.0929,40.9,14.22,7.38,34.28,29.6
b6_hn_fdd_p7,4-Jul,B6,1,7,HN,FDD,29.16,1.95,38,13.45901639,1575,24.07967213,t4,stan,23.22445866,266.0645461,0.354558225,1.518609861,25.06815534,121.9923492,2.936244175,220.2741846,NA,5.383365438,0.582087243,12.14408234,NA,6.260965055,344.7129654,NA,709.5292306,42.72160402,bilinear,FALSE,TRUE,-30.01,43.40468321,2.029627739,26.8684,49.1,22.26,6.63,27.42,34.3
b6_hn_fdd_p8,7-Jul,B6,1,8,HN,FDD,29.16,1.95,41,18.6147541,1680,21.86393443,t4,stan,43.44563946,256.8973525,0.873130857,1.506966289,25.02582,209.1085833,1.612985093,403.4700964,NA,3.392874153,0.287721241,18.67544218,NA,10.94299237,291.1528877,NA,711.9109934,42.80664286,bilinear,FALSE,TRUE,-30.35,39.39733115,3.155662312,17.4136,34.04,15.24,5.64,41.12,28.75
b7_ln_ww_p1,4-Jul,B7,3,1,LN,WW,29.16,1.95,38,37.76229508,525,0,t4,yadi,98.34144434,266.4674219,2.161197612,1.502577711,25.00658491,188.5406052,18.48647334,266.7074214,NA,-36.77787725,4.527676065,NA,NA,100.7660956,194.887114,NA,710.7249683,42.76442781,bilinear,FALSE,FALSE,-31.15,41.16086806,2.484908464,12.957,9.69,2,3.2,10.85,10.05
b7_ln_ww_p2,4-Jul,B7,3,2,LN,WW,29.16,1.95,38,37.68032787,525,0,t4,stan,29.28972915,294.7041563,0.72893371,1.513093542,25.07696248,126.1836208,1.491670336,227.5670506,NA,3.489143062,0.309272709,12.25840842,NA,3.841472458,343.5471226,NA,715.0938263,42.91942133,bilinear,FALSE,TRUE,-30.86,41.24155275,1.805562493,11.9821,11.98,0.63,2.8,7.21,11.05
b7_ln_ww_p3,4-Jul,B7,3,3,LN,WW,29.16,1.95,38,37.86885246,525,0,t4,stan,30.08710552,294.0034324,0.756307547,1.505947582,25.01343373,127.0819786,1.330382395,220.516859,NA,2.763042863,0.267203519,11.51650924,NA,6.66043045,317.8743675,NA,711.1473978,42.77946137,bilinear,FALSE,TRUE,-30.89,41.83592576,2.979918012,10.9544,9.66,0.05,3.1,8.08,8.1
b7_ln_ww_p4,3-Jul,B7,3,4,LN,WW,29.16,1.95,38,37.5,525,0,t4,stan,30.94675497,286.6567286,0.713612879,1.497523368,24.97309337,128.1691205,1.344078038,228.1039792,NA,1.711361386,0.269962458,12.37451344,NA,4.459763144,330.374614,NA,708.6808517,42.69130894,bilinear,FALSE,TRUE,-30.5,42.16643807,2.357156935,13.298,16.23,0.7,2.1,23.34,14.25
b7_ln_ww_p5,3-Jul,B7,3,5,LN,WW,29.16,1.95,38,37.39344262,525,0,t4,stan,21.35168072,313.3370008,0.589170394,1.503164,25.0003249,81.69949416,1.066452428,137.9666683,NA,1.062808153,0.215067835,8.645335068,NA,4.055061131,330.6324705,NA,710.3415506,42.75073617,bilinear,FALSE,TRUE,-30.23,37.85469974,1.336613896,10.4069,31.38,7.39,5.7,14.22,19.7
b7_ln_ww_p6,3-Jul,B7,3,6,LN,WW,29.16,1.95,38,37.37704918,525,0,t4,stan,28.42006857,285.5944029,0.607192692,1.49531849,24.98909029,119.5344728,1.522618289,205.1804691,NA,2.160544936,0.301204464,11.28537117,NA,3.247216866,316.2581555,NA,709.6528877,42.72615406,bilinear,FALSE,TRUE,-30.8,39.49237705,1.645340794,17.9775,32.47,2.8,4.67,54.15,24.5
b7_ln_ww_p7,3-Jul,B7,3,7,LN,WW,29.16,1.95,38,37.39344262,525,0,t4,stan,24.6382269,302.1332035,0.615920537,1.504306606,25.00579234,97.06111764,1.389645276,165.9613977,NA,1.347652107,0.282800311,9.275227029,NA,3.763030464,329.4300526,NA,710.6757073,42.76268117,bilinear,FALSE,TRUE,-30.81,35.85974074,1.781599486,10.0098,16.27,6.16,5.4,14.21,19.1
b7_ln_ww_p8,3-Jul,B7,3,8,LN,WW,29.16,1.95,38,37.3852459,525,0,t4,stan,24.62814659,301.3281869,0.607640257,1.505390444,24.98261521,96.68081142,1.464838675,166.6676461,NA,1.235877867,0.303138945,9.603085149,NA,3.642942389,334.07201,NA,709.2569731,42.71200448,bilinear,FALSE,TRUE,-31.04,39.46342063,1.752208393,10.612,26.55,6.74,8.5,16.05,18.25
b2_ln_spd_p1,4-Jul,B2,5,1,LN,SPD,29.16,1.95,38,21.16393443,525,16.07967213,t4,stan,18.83718146,305.518883,0.422004813,1.509898691,25.00774627,93.79707423,3.430065068,171.5358484,NA,6.159805903,0.763170264,11.05013875,NA,9.412647386,377.3924959,NA,710.797079,42.76698584,bilinear,FALSE,TRUE,-30.29,40.50174365,1.453814353,12.0487,37.98,6.69,5.92,11.72,23.1
b2_ln_spd_p2,7-Jul,B2,5,2,LN,SPD,29.16,1.95,41,27.52459016,560,12.67540984,t4,stan,30.89407534,302.8008133,0.938404831,1.506265657,25.02012505,123.5559484,1.092577092,200.8095666,NA,1.413118145,0.167848701,10.31984437,NA,8.379057205,284.7892849,NA,711.5572819,42.79409723,bilinear,FALSE,TRUE,-30.47,40.63117711,1.855237338,6.5727,12.76,0.96,1.56,10.85,13.3
b2_ln_spd_p3,4-Jul,B2,5,3,LN,SPD,29.16,1.95,38,21.43442623,525,15.80918033,t4,stan,17.79876724,323.0239509,0.518545962,1.501603801,24.9882402,72.2112885,1.093910688,131.2627495,NA,2.254065944,0.249341794,8.368473976,NA,3.557638972,388.7021907,NA,709.601182,42.72430141,bilinear,FALSE,TRUE,-30.32,39.95026473,1.438891211,6.8787,33.87,8.05,3.58,24.15,20.65
b2_ln_spd_p4,7-Jul,B2,5,4,LN,SPD,29.16,1.95,41,24.86885246,560,15.3147541,t4,stan,24.67482182,306.3843689,0.655336905,1.504310483,25.00662413,101.9531846,1.275915253,182.3373019,NA,2.80831297,0.274618561,10.40446503,NA,3.672005451,355.282765,NA,710.7272074,42.76451059,bilinear,FALSE,TRUE,-30.19,37.99154984,1.419135206,8.1734,19.6,4.47,0.8,21.35,16.9
b2_ln_spd_p5,4-Jul,B2,5,5,LN,SPD,29.16,1.95,38,21.36885246,525,15.8747541,t4,stan,24.4332365,302.0019465,0.598546763,1.499478016,24.9961583,110.0434146,2.799782871,201.9202926,NA,5.247100397,0.5983555,10.60110309,NA,10.36270515,365.720067,NA,710.0849339,42.74159712,bilinear,FALSE,TRUE,-30.3,36.5335726,1.182349116,15.6357,27.42,5.73,2.5,29.86,22.15
b2_ln_spd_p6,4-Jul,B2,5,6,LN,SPD,29.16,1.95,38,21.47540984,525,15.76819672,t4,yadi,21.03197546,285.7806297,0.367424156,1.506222871,25.00381131,83.049644,1.687296935,122.1974358,NA,-0.360861602,0.254948381,7.769140271,NA,5.79902867,252.4581426,NA,710.5542279,42.7583457,bilinear,FALSE,TRUE,-30.25,40.63374544,1.504601929,12.0954,40.76,9.42,2.83,32.86,22
b2_ln_spd_p7,7-Jul,B2,5,7,LN,SPD,29.16,1.95,41,23.89344262,560,16.29016393,t4,stan,16.99580329,323.0136462,0.48049328,1.505494963,25.01171253,67.99735521,1.037945894,114.6986995,NA,2.447385427,0.225517944,8.246374345,NA,3.319052858,337.9758491,NA,711.0405855,42.7756713,bilinear,FALSE,TRUE,-30.71,40.24999001,1.3562687,5.9214,21.65,6.43,3.35,10.3,17.15
b2_ln_spd_p8,4-Jul,B2,5,8,LN,SPD,29.16,1.95,38,21.13114754,525,16.11245902,t4,yadi,25.42952873,271.5127577,0.409573821,1.504631401,25.00331896,109.6441515,1.681825466,149.0031287,NA,-0.661929379,0.220558532,7.700784042,NA,6.49500418,208.5006206,NA,710.5269238,42.75732117,bilinear,FALSE,TRUE,-31.03,40.55511036,1.480856081,15.4936,36.54,9.47,2.25,16.54,25.5
b3_ln_fdd_p1,7-Jul,B3,6,1,LN,FDD,29.16,1.95,41,20.49180328,560,19.69180328,t4,stan,12.24757678,353.0532318,0.597942412,1.505850233,25.01172727,57.63198523,3.082592068,108.6007668,NA,5.115589993,0.765823341,7.777220372,NA,9.518502076,430.9274091,NA,711.0402571,42.77568094,bilinear,FALSE,TRUE,-31.32,37.08952916,1.027019907,4.0135,15.68,5.06,9.08,8.2,16.6
b3_ln_fdd_p2,7-Jul,B3,6,2,LN,FDD,29.16,1.95,41,19.16393443,560,21.01967213,t4,stan,29.60814371,287.8154975,0.666172799,1.49590934,24.99483847,128.221727,2.019894792,226.8974746,NA,3.640561025,0.408701227,12.88774921,NA,5.389070271,327.7041161,NA,710.0055473,42.73873712,bilinear,FALSE,TRUE,-31.71,30.29669124,1.615414806,11.3379,23.6,3.62,3.29,16.98,24.6
b3_ln_fdd_p3,7-Jul,B3,6,3,LN,FDD,29.16,1.95,41,30.60655738,560,9.57704918,t4,stan,16.47438538,305.0056651,0.345302052,1.506021749,25.00857075,67.15729024,1.314891729,109.5287184,NA,2.176628469,0.270997507,7.615216753,NA,5.523609803,316.3998365,NA,710.8504857,42.76884251,bilinear,FALSE,TRUE,-31.22,38.24661551,1.213544137,3.3738,9.47,1.81,1.16,6.45,8.4
b3_ln_fdd_p4,7-Jul,B3,6,4,LN,FDD,29.16,1.95,41,19.19672131,560,20.98688525,t4,stan,28.6808072,294.2315456,0.697052762,1.510162199,25.05094597,119.807584,1.280399305,196.9434704,NA,2.152874385,0.229980283,10.48915481,NA,5.946341824,293.9091122,NA,713.4527956,42.86164999,bilinear,FALSE,TRUE,-30.25,40.52796901,2.257877109,14.8876,16.47,0.71,5.46,37.17,13.3
b3_ln_fdd_p5,4-Jul,B3,6,5,LN,FDD,29.16,1.95,38,16.18032787,525,21.06327869,t4,stan,21.4723588,300.4393845,0.475056489,1.502845048,25.02011762,89.21058242,1.472151455,150.6630158,NA,2.725603551,0.30688297,8.10408232,NA,3.558945197,326.9466751,NA,711.5603382,42.79414533,bilinear,FALSE,TRUE,-30.92,29.02090706,1.038835269,17.6311,40.4,8.83,4.47,29.17,23.4
b3_ln_fdd_p6,4-Jul,B3,6,6,LN,FDD,29.16,1.95,38,16.91803279,525,20.32557377,t4,yadi,21.71352417,195.1190834,0.189213711,1.505379884,25.00140862,137.2439527,3.111660106,201.3072949,NA,2.30774951,0.438310907,12.28146084,NA,9.384593327,229.8446793,NA,710.4067298,42.75308446,bilinear,FALSE,TRUE,-30.3,40.04779375,1.504588077,15.238,42.65,4.65,2.31,36.9,21.5
b3_ln_fdd_p7,7-Jul,B3,6,7,LN,FDD,29.16,1.95,41,22.78688525,560,17.41311475,t4,stan,21.34190135,321.79057,0.688020158,1.509570202,25.01765573,83.8720934,1.287771694,138.395743,NA,2.480581811,0.274000984,NA,NA,4.680962942,315.4298531,NA,711.4064126,42.78870328,bilinear,FALSE,TRUE,-29.74,38.88312538,2.139565904,7.7276,13.67,4.8,3.53,4.62,14.4
b3_ln_fdd_p8,7-Jul,B3,6,8,LN,FDD,29.16,1.95,41,18.45901639,560,18.78459016,t4,stan,18.85506034,319.3014433,0.529355331,1.509858241,25.04624439,76.89414204,1.184812145,136.9589314,NA,2.278721932,0.26382507,8.810938783,NA,5.210128183,372.1133279,NA,713.1790504,42.85162711,bilinear,FALSE,TRUE,-31.04,41.05445208,1.234908328,11.0175,35.35,5.33,3.34,19.26,20.7
